price_main,title,rooms,area,floor,building_type,materials,year,district
5745000 грн,"вул. Липківського, 33а",1 кімната,51 / - / 18 м²,поверх 16 з 24,спец. проект,монолітно-каркасний,2018,Солом'янка
3255500 грн,"просп. Повітрофлотський, 25",1 кімната,36 / - / 8 м²,поверх 6 з 7,сталінка,цегляний будинок,1957,Солом'янка
11030400 грн,"вул. Липківського, 16г",3 кімнати,76 / - / 35 м²,поверх 19 з 24,спец. проект,цегляний будинок,2018,Солом'янка
22980000 грн,"вул. Протасів Яр, 8",5 кімнат,400 / - / 40 м²,поверх 9 з 9,спец. проект,монолітно-каркасний,2011,Солом'янка
24895000 грн,"вул. Протасів Яр, 8",5 кімнат,236 / - / 16 м²,поверх 1 з 6,спец. проект,монолітно-каркасний,2011,Солом'янка
9575000 грн,"вул. Шаповала, 2",3 кімнати,107 / - / 15 м²,поверх 24 з 25,спец. проект,монолітно-каркасний,2010,Солом'янка
7851500 грн,"вул. Протасів Яр, 8",3 кімнати,151 / - / 30 м²,поверх 3 з 7,спец. проект,монолітно-каркасний,2011,Солом'янка
18767000 грн,"вул. Протасів Яр, 8",5 кімнат,378 / - / 20 м²,поверх 4 з 5,спец. проект,монолітно-каркасний,2011,Солом'янка
9575000 грн,"вул. Шаповала, 2",2 кімнати,120 / - / 18 м²,поверх 7 з 25,спец. проект,монолітно-каркасний,2010,Солом'янка
17235000 грн,"вул. Протасів Яр, 8",5 кімнат,393 / - / 19 м²,поверх 7 з 8,спец. проект,монолітно-каркасний,2011,Солом'янка
7851500 грн,"вул. Шаповала, 2",3 кімнати,160 / - / 19 м²,поверх 24 з 25,спец. проект,монолітно-каркасний,2010,Солом'янка
6472700 грн,"вул. Кудряшова, 16",2 кімнати,100 / - / 41 м²,поверх 17 з 25,спец. проект,монолітно-каркасний,2006,Солом'янка
11030400 грн,"вул. Липківського, 16г",3 кімнати,76 / - / 35 м²,поверх 20 з 24,спец. проект,цегляний будинок,2018,Солом'янка
2102670 грн,"просп. Повітрофлотський, 10",1 кімната,326 / - / 6 м²,поверх 3 з 5,сталінка,цегляний будинок,1961,Солом'янка
15511500 грн,"вул. Скрипника, 40",4 кімнати,170 / - / 30 м²,поверх 17 з 18,спец. проект,монолітно-каркасний,2013,Солом'янка
4940700 грн,"вул. Липківського, 16в",1 кімната,50 / - / 18 м²,поверх 16 з 24,спец. проект,монолітно-каркасний,2016,Солом'янка
6511000 грн,"вул. Кудряшова, 16",2 кімнати,100 / - / 41.4 м²,поверх 17 з 25,спец. проект,монолітно-каркасний,2006,Солом'янка
26427000 грн,"вул. Шаповала, 2а",3 кімнати,200 / - / 20 м²,поверх 24 з 25,спец. проект,монолітно-каркасний,2011,Солом'янка
6511000 грн,"вул. Шаповала, 2",2 кімнати,65 / - / 45 м²,поверх 22 з 25,спец. проект,монолітно-каркасний,2010,Солом'янка
6511000 грн,"вул. Шаповала, 2",2 кімнати,100 / - / 16 м²,поверх 22 з 24,спец. проект,монолітно-каркасний,2010,Солом'янка
15894500 грн,"вул. Скрипника, 48а",4 кімнати,131 / - / 20 м²,поверх 18 з 19,спец. проект,цегляний будинок,2017,Солом'янка
4940700 грн,"вул. Кудряшова, 16",2 кімнати,58 / - / 5 м²,поверх 11 з 20,спец. проект,монолітно-каркасний,2006,Солом'янка
2049050 грн,"вул. Волгоградська, 11",2 кімнати,45 / - / 7 м²,поверх 2 з 5,хрущівка,панельні,1965,Солом'янка
4557700 грн,"вул. Шаповала, 2",2 кімнати,73 / - / 20 м²,поверх 2 з 25,спец. проект,монолітно-каркасний,2010,Солом'янка
4596000 грн,"вул. Шаповала, 2",1 кімната,70 / - / 16 м²,поверх 16 з 25,спец. проект,монолітно-каркасний,2010,Солом'янка
15320000 грн,"вул. Протасів Яр, 8",3 кімнати,155 / - / 45 м²,поверх 5 з 6,спец. проект,монолітно-каркасний,2011,Солом'янка
4940700 грн,"вул. Липківського, 37б",2 кімнати,55 / - / 16.4 м²,поверх 16 з 25,спец. проект,монолітно-каркасний,2018,Солом'янка
5166670 грн,"вул. Амосова, 14",4 кімнати,75 / - / 3 м²,поверх 1 з 3,хрущівка,цегляний будинок,1961,Солом'янка
2125650 грн,"вул. Липківського, 9",2 кімнати,47 / - / 7 м²,поверх 5 з 9,чеський проект,панельні,1967,Солом'янка
4251300 грн,"вул. Липківського, 19",3 кімнати,87 / - / 32 м²,поверх 4 з 12,спец. проект,цегляний будинок,1974,Солом'янка
15320000 грн,"вул. Протасів Яр, 8",4 кімнати,130 / - / 33 м²,поверх 2 з 8,спец. проект,монолітно-каркасний,2011,Солом'янка
9192000 грн,"вул. Кудряшова, 16",3 кімнати,123 / - / 20 м²,поверх 14 з 25,спец. проект,монолітно-каркасний,2006,Солом'янка
1351990 грн,"вул. Фучика, 8",1 кімната,24 / - / 5 м²,поверх 1 з 9,спец. проект,цегляний будинок,1978,Солом'янка
7621700 грн,"вул. Липківського, 37б",3 кімнати,123 / - / 37 м²,поверх 16 з 25,спец. проект,монолітно-каркасний,2018,Солом'янка
2294170 грн,"вул. Липківського, 27/5",2 кімнати,52 / - / 8 м²,поверх 7 з 9,чеський проект,панельні,1970,Солом'янка
16775400 грн,"вул. Кудряшова, 20",5 кімнат,296 / - / 20.3 м²,поверх 20 з 25,спец. проект,монолітно-каркасний,2006,Солом'янка
5745000 грн,"вул. Шаповала, 20",2 кімнати,63 / - / 11 м²,поверх 6 з 23,спец. проект,цегляний будинок,2016,Солом'янка
2757600 грн,"вул. Кавказька, 9",3 кімнати,59 / - / 7 м²,поверх 8 з 9,чеський проект,панельні,1970,Солом'янка
7085500 грн,"вул. Кудряшова, 20б",2 кімнати,85 / - / 23 м²,поверх 5 з 25,спец. проект,монолітно-каркасний,2006,Солом'янка
7085500 грн,"вул. Кудряшова, 20б",2 кімнати,82 / - / 23 м²,поверх 5 з 24,спец. проект,монолітно-каркасний,2006,Солом'янка
2163950 грн,"вул. Тополева, 6",2 кімнати,45 / - / 6.5 м²,поверх 3 з 5,хрущівка,цегляний будинок,1968,Солом'янка
2776750 грн,"вул. Брюллова, 1",2 кімнати,51 / - / 4 м²,поверх 1 з 3,дореволюційний,цегляний будинок,1902,Солом'янка
4979000 грн,"вул. Липківського, 37б",2 кімнати,75 / - / 14 м²,поверх 16 з 25,спец. проект,монолітно-каркасний,2018,Солом'янка
7851500 грн,"вул. Богданівська, 7а",3 кімнати,104 / - / 18 м²,поверх 15 з 22,спец. проект,монолітно-каркасний,2014,Солом'янка
5170500 грн,"вул. Липківського, 35а",5 кімнат,129 / - / 14 м²,поверх 8 з 9,серія 87,цегляний будинок,1993,Солом'янка
7468500 грн,"вул. Кудряшова, 18",2 кімнати,82 / - / 17 м²,поверх 3 з 25,спец. проект,монолітно-каркасний,2006,Солом'янка
2106462 грн,"вул. Волгоградська, 41",2 кімнати,46 / - / 8 м²,поверх 4 з 5,хрущівка,панельні,1964,Солом'янка
6128000 грн,"вул. Шаповала, 2",2 кімнати,100.7 / - / 21.2 м²,поверх 2 з 25,спец. проект,монолітно-каркасний,2010,Солом'янка
7621700 грн,"вул. Солом'янська, 15а",2 кімнати,80 / - / 40 м²,поверх 15 з 27,спец. проект,монолітно-каркасний,2010,Солом'янка
4442800 грн,"вул. Липківського, 19",2 кімнати,87 / - / 34 м²,поверх 4 з 12,спец. проект,цегляний будинок,1974,Солом'янка
7353600 грн,"вул. Кудряшова, 16",2 кімнати,98 / - / 24 м²,поверх 9 з 25,спец. проект,монолітно-каркасний,2006,Солом'янка
5706700 грн,"вул. Кавказька, 12",3 кімнати,110 / - / 15 м²,поверх 10 з 16,спец. проект,цегляний будинок,1995,Солом'янка
4404500 грн,"вул. Кудряшова, 16",1 кімната,60 / - / 15.3 м²,поверх 2 з 25,спец. проект,монолітно-каркасний,2006,Солом'янка
8426000 грн,"вул. Шаповала, 2а",2 кімнати,95 / - / 15.6 м²,поверх 20 з 25,спец. проект,монолітно-каркасний,2011,Солом'янка
5936500 грн,"вул. Липківського, 37в",2 кімнати,59 / - / 25 м²,поверх 5 з 25,спец. проект,монолітно-каркасний,2018,Солом'янка
3944900 грн,"вул. Шаповала, 20",1 кімната,51 / - / 22 м²,поверх 16 з 21,спец. проект,цегляний будинок,2016,Солом'янка
3829962 грн,"вул. Богданівська, 7б",1 кімната,45 / - / 18.2 м²,поверх 16 з 25,спец. проект,монолітно-каркасний,2016,Солом'янка
5745000 грн,"вул. Липківського, 18",2 кімнати,84 / - / 15 м²,поверх 12 з 20,спец. проект,монолітно-каркасний,2011,Солом'янка
18384000 грн,"вул. Протасів Яр, 8",4 кімнати,159.6 / - / 12 м²,поверх 5 з 9,спец. проект,монолітно-каркасний,2011,Солом'янка
13405000 грн,"вул. Шаповала, 2",3 кімнати,158 / - / 17 м²,поверх 3 з 25,спец. проект,монолітно-каркасний,2010,Солом'янка
1953300 грн,"вул. Липківського, 9",1 кімната,32 / - / 5.3 м²,поверх 5 з 9,чеський проект,панельні,1967,Солом'янка
2700150 грн,"вул. Липківського, 13",3 кімнати,56 / - / 10 м²,поверх 8 з 9,чеський проект,панельні,1968,Солом'янка
1876700 грн,"вул. Тополева, 4/8",5 кімнат,185 / - / 10 м²,поверх 15 з 15,спец. проект,цегляний будинок,1994,Солом'янка
5936500 грн,"вул. Шаповала, 20",2 кімнати,63 / - / 11 м²,поверх 6 з 23,спец. проект,цегляний будинок,2016,Солом'янка
5342850 грн,"вул. Шаповала, 2",2 кімнати,93 / - / 18 м²,поверх 13 з 25,спец. проект,монолітно-каркасний,2010,Солом'янка
7277000 грн,"вул. Кудряшова, 16",2 кімнати,100 / - / 15 м²,поверх 9 з 24,спец. проект,монолітно-каркасний,2006,Солом'янка
9153700 грн,"вул. Шаповала, 2",4 кімнати,171 / - / 62 м²,поверх 19 з 25,спец. проект,монолітно-каркасний,2010,Солом'янка
17235000 грн,"вул. Кудряшова, 16",4 кімнати,277 / - / 20 м²,поверх 24 з 25,спец. проект,монолітно-каркасний,2006,Солом'янка
8809000 грн,"вул. Шаповала, 2",3 кімнати,100 / - / 16 м²,поверх 12 з 25,спец. проект,монолітно-каркасний,2010,Солом'янка
2106500 грн,"вул. Липківського, 27/5",2 кімнати,47 / - / 7 м²,поверх 4 з 9,чеський проект,панельні,1970,Солом'янка
2489500 грн,"вул. Шаповала, 7",2 кімнати,63 / - / 7 м²,поверх 1 з 9,чеський проект,панельні,1970,Солом'янка
5093900 грн,"вул. Стадіонна, 13",4 кімнати,81.2 / - / 10 м²,поверх 9 з 9,серія 87,цегляний будинок,1983,Солом'янка
8426000 грн,"вул. Липківського, 16б",3 кімнати,90 / - / 40 м²,поверх 5 з 25,спец. проект,монолітно-каркасний,2016,Солом'янка
9958000 грн,"вул. Шаповала, 2а",2 кімнати,100 / - / 26 м²,поверх 23 з 25,спец. проект,монолітно-каркасний,2011,Солом'янка
12256000 грн,"вул. Липківського, 16",4 кімнати,153 / - / 15.3 м²,поверх 19 з 25,хрущівка,цегляний будинок,1961,Солом'янка
4979000 грн,"вул. Липківського, 37б",2 кімнати,75 / - / 14 м²,поверх 16 з 25,спец. проект,монолітно-каркасний,2018,Солом'янка
16277500 грн,"вул. Кудряшова, 20",5 кімнат,255 / - / 35 м²,поверх 21 з 25,спец. проект,монолітно-каркасний,2006,Солом'янка
4213000 грн,"просп. Повітрофлотський, 16",2 кімнати,65 / - / 7 м²,поверх 1 з 5,сталінка,цегляний будинок,1940,Солом'янка
7660000 грн,"вул. Липківського, 37б",3 кімнати,80 / - / 25 м²,поверх 7 з 24,спец. проект,монолітно-каркасний,2018,Солом'янка
7468500 грн,"вул. Кудряшова, 18",2 кімнати,82 / - / 17 м²,поверх 3 з 25,спец. проект,монолітно-каркасний,2006,Солом'янка
4787500 грн,"вул. Протасів Яр, 8",1 кімната,55 / - / 5 м²,поверх 3 з 7,спец. проект,монолітно-каркасний,2011,Солом'янка
4787500 грн,"вул. Липківського, 16а",1 кімната,47 / - / 27 м²,поверх 10 з 25,спец. проект,монолітно-каркасний,2018,Солом'янка
4595962 грн,"вул. Шаповала, 2а",1 кімната,60 / - / 25.1 м²,поверх 13 з 25,спец. проект,монолітно-каркасний,2011,Солом'янка
14554000 грн,"вул. Шаповала, 2",4 кімнати,165 / - / 12 м²,поверх 23 з 25,спец. проект,монолітно-каркасний,2010,Солом'янка
7851500 грн,"вул. Шаповала, 2",2 кімнати,95 / - / 20 м²,поверх 22 з 25,спец. проект,монолітно-каркасний,2010,Солом'янка
5342850 грн,"вул. Шаповала, 2",2 кімнати,93 / - / 18 м²,поверх 13 з 25,спец. проект,монолітно-каркасний,2010,Солом'янка
4098100 грн,"вул. Шаповала, 2",1 кімната,60 / - / 20 м²,поверх 12 з 25,спец. проект,монолітно-каркасний,2010,Солом'янка
5170500 грн,"вул. Липківського, 37б",1 кімната,53 / - / 15 м²,поверх 7 з 25,спец. проект,монолітно-каркасний,2018,Солом'янка
9958000 грн,"вул. Шаповала, 2",2 кімнати,100 / - / 26 м²,поверх 23 з 25,спец. проект,монолітно-каркасний,2010,Солом'янка
4213000 грн,"вул. Липківського, 33а",1 кімната,50 / - / 18 м²,поверх 12 з 24,спец. проект,монолітно-каркасний,2018,Солом'янка
13405000 грн,"вул. Липківського, 33а",3 кімнати,135 / - / 40 м²,поверх 10 з 24,спец. проект,монолітно-каркасний,2018,Солом'янка
6511000 грн,"вул. Кудряшова, 16",2 кімнати,95 / - / 20 м²,поверх 21 з 21,спец. проект,монолітно-каркасний,2006,Солом'янка
4787500 грн,"вул. Липківського, 16а",1 кімната,45 / - / 15.8 м²,поверх 11 з 24,спец. проект,монолітно-каркасний,2018,Солом'янка
8809000 грн,"вул. Шаповала, 2",3 кімнати,95 / - / 15.6 м²,поверх 11 з 25,спец. проект,монолітно-каркасний,2010,Солом'янка
8234500 грн,"вул. Липківського, 16б",3 кімнати,91 / - / 40 м²,поверх 5 з 24,спец. проект,монолітно-каркасний,2016,Солом'янка
8617500 грн,"вул. Липківського, 33а",1 кімната,74 / - / 12 м²,поверх 11 з 25,спец. проект,монолітно-каркасний,2018,Солом'янка
8617500 грн,"вул. Липківського, 16г",2 кімнати,80 / - / 25 м²,поверх 11 з 25,спец. проект,цегляний будинок,2018,Солом'янка
5342850 грн,"вул. Скрипника, 48а",2 кімнати,75 / - / 13.7 м²,поверх 19 з 19,спец. проект,цегляний будинок,2017,Солом'янка
1953262 грн,"вул. Кавказька, 13",2 кімнати,44 / - / 7.2 м²,поверх 4 з 9,чеський проект,панельні,1970,Солом'янка
5553500 грн,"вул. Кудряшова, 20б",1 кімната,61 / - / 13.6 м²,поверх 10 з 25,спец. проект,монолітно-каркасний,2006,Солом'янка
11873000 грн,"вул. Кудряшова, 20",3 кімнати,108 / - / 14 м²,поверх 10 з 25,спец. проект,монолітно-каркасний,2006,Солом'янка
3822340 грн,"вул. Липківського, 37",1 кімната,49 / - / 17 м²,поверх 19 з 25,спец. проект,цегляний будинок,1971,Солом'янка
12256000 грн,"вул. Шаповала, 2а",4 кімнати,153 / - / 15.4 м²,поверх 19 з 25,спец. проект,монолітно-каркасний,2011,Солом'янка
6511000 грн,"вул. Кудряшова, 16",3 кімнати,102 / - / 22 м²,поверх 21 з 25,спец. проект,монолітно-каркасний,2006,Солом'янка
4404500 грн,"вул. Богданівська, 7а",2 кімнати,53 / - / 14 м²,поверх 12 з 25,спец. проект,монолітно-каркасний,2014,Солом'янка
8809000 грн,"вул. Богданівська, 7б",3 кімнати,96 / - / 14 м²,поверх 22 з 25,спец. проект,монолітно-каркасний,2016,Солом'янка
4017670 грн,"вул. Шаповала, 2",1 кімната,63 / - / 17 м²,поверх 7 з 25,спец. проект,монолітно-каркасний,2010,Солом'янка
3446962 грн,"вул. Кавказька, 11",3 кімнати,60.6 / - / 7.2 м²,поверх 3 з 9,чеський проект,панельні,1970,Солом'янка
4596000 грн,"просп. Повітрофлотський, 11/15",3 кімнати,74 / - / 8 м²,поверх 11 з 18,спец. проект,цегляний будинок,1986,Солом'янка
6319500 грн,"вул. Солом'янська, 15а",2 кімнати,75 / - / 12 м²,поверх 16 з 27,спец. проект,монолітно-каркасний,2010,Солом'янка
10149500 грн,"вул. Кудряшова, 20г",3 кімнати,151.4 / - / 25 м²,поверх 25 з 25,спец. проект,монолітно-каркасний,2006,Солом'янка
5936500 грн,"вул. Шаповала, 20",2 кімнати,60.5 / - / 18 м²,поверх 3 з 23,спец. проект,цегляний будинок,2016,Солом'янка
13405000 грн,"вул. Протасів Яр, 8",5 кімнат,330 / - / 50 м²,поверх 1 з 7,спец. проект,монолітно-каркасний,2011,Солом'янка
5821600 грн,"просп. Повітрофлотський, 23",3 кімнати,72.6 / - / 30 м²,поверх 7 з 7,сталінка,цегляний будинок,1957,Солом'янка
6894000 грн,"вул. Тополева, 4",4 кімнати,160 / - / 20 м²,поверх 5 з 6,спец. проект,цегляний будинок,1994,Солом'янка
8809000 грн,"вул. Шаповала, 2",3 кімнати,95 / - / 16 м²,поверх 11 з 25,спец. проект,монолітно-каркасний,2010,Солом'янка
11490000 грн,"вул. Кудряшова, 20б",3 кімнати,130 / - / 16 м²,поверх 22 з 24,спец. проект,монолітно-каркасний,2006,Солом'янка
4592170 грн,"вул. Шаповала, 2а",1 кімната,60 / - / 16.5 м²,поверх 13 з 25,спец. проект,монолітно-каркасний,2011,Солом'янка
13788000 грн,"вул. Липківського, 37",3 кімнати,83 / - / 1 м²,поверх 15 з 21,спец. проект,цегляний будинок,1971,Солом'янка
1838400 грн,"вул. Волгоградська, 6",2 кімнати,44 / - / 6 м²,поверх 5 з 5,хрущівка,цегляний будинок,1961,Солом'янка
3255500 грн,"вул. Протасів Яр, 8",2 кімнати,51 / - / 7.5 м²,поверх 2 з 7,спец. проект,монолітно-каркасний,2011,Солом'янка
4787500 грн,"вул. Липківського, 16б",1 кімната,44 / - / 15 м²,поверх 11 з 25,спец. проект,монолітно-каркасний,2016,Солом'янка
3446617 грн,"вул. Кавказька, 11",3 кімнати,65 / - / 7.2 м²,поверх 3 з 9,чеський проект,панельні,1970,Солом'янка
9575000 грн,"вул. Липківського, 16б",3 кімнати,78 / - / 16 м²,поверх 7 з 21,спец. проект,монолітно-каркасний,2016,Солом'янка
9575000 грн,"вул. Шаповала, 2",3 кімнати,107 / - / 15 м²,поверх 24 з 25,спец. проект,монолітно-каркасний,2010,Солом'янка
6511000 грн,"вул. Кудряшова, 16",2 кімнати,95 / - / 20 м²,поверх 21 з 21,спец. проект,монолітно-каркасний,2006,Солом'янка
9728200 грн,"вул. Липківського, 33а",3 кімнати,90 / - / 17 м²,поверх 16 з 25,спец. проект,монолітно-каркасний,2018,Солом'янка
3025700 грн,"бульв. Гашека, 8а",2 кімнати,64.1 / 27 / 16 м²,поверх 9 з 18,спец. проект,монолітно-каркасний,2012,Соцмісто
1991600 грн,"вул. Каунаська, 4",3 кімнати,60.4 / 44.2 / 7.9 м²,поверх 5 з 5,хрущівка,панельні,1963,Соцмісто
1872870 грн,"бульв. Верховної Ради, 28",3 кімнати,62 / 45 / 8 м²,поверх 1 з 5,хрущівка,панельні,1961,Соцмісто
1876700 грн,"просп. Гагаріна, 13б",3 кімнати,56 / 40 / 6 м²,поверх 4 з 5,хрущівка,цегляний будинок,1962,Соцмісто
2604400 грн,"вул. Будівельників, 30",1 кімната,53.6 / 22.5 / 14.6 м²,поверх 3 з 13,спец. проект,монолітно-каркасний,2007,Соцмісто
3447000 грн,"вул. Будівельників, 30",3 кімнати,87 / 44 / 14 м²,поверх 2 з 13,спец. проект,монолітно-каркасний,2007,Соцмісто
5170500 грн,"вул. Будівельників, 30",3 кімнати,101 / 73 / 14 м²,поверх 12 з 13,спец. проект,монолітно-каркасний,2007,Соцмісто
10245250 грн,"вул. Регенераторна, 4к5",4 кімнати,112 / 70 / 30 м²,поверх 9 з 9,спец. проект,монолітно-каркасний,2013,Соцмісто
4550040 грн,"бульв. Верховної Ради, 14б",3 кімнати,100 / 30 / 45 м²,поверх 22 з 24,спец. проект,монолітно-каркасний,2006,Соцмісто
1800100 грн,"Харківське ш., 2/1",2 кімнати,46 / 30 / 6.8 м²,поверх 1 з 9,чеський проект,панельні,1966,Соцмісто
4404500 грн,"вул. Червоноткацька, 43",2 кімнати,80 / 41 / 12 м²,поверх 8 з 20,спец. проект,монолітно-каркасний,2012,Соцмісто
1340500 грн,"вул. Каунаська, 10а",1 кімната,25 / 15 / 4 м²,поверх 6 з 9,гостинка,цегляний будинок,1974,Соцмісто
2604362 грн,"просп. Гагаріна, 13а",2 кімнати,48 / 32 / 8 м²,поверх 5 з 5,хрущівка,панельні,1961,Соцмісто
1528170 грн,"вул. Каунаська, 16/1",2 кімнати,42 / 26 / 7 м²,поверх 2 з 5,хрущівка,панельні,1962,Соцмісто
6702500 грн,"вул. Хоткевича, 12",3 кімнати,94 / 51 / 14 м²,поверх 14 з 24,спец. проект,монолітно-каркасний,2013,Соцмісто
5668400 грн,"вул. Регенераторна, 4к3",2 кімнати,77 / 44.3 / 12 м²,поверх 3 з 9,спец. проект,монолітно-каркасний,2013,Соцмісто
1340500 грн,"просп. Миру, 19/18",1 кімната,32 / 18 / 7 м²,поверх 4 з 5,хрущівка,цегляний будинок,1961,Соцмісто
2106500 грн,"просп. Миру, 17а",2 кімнати,45 / 30 / 6 м²,поверх 3 з 5,хрущівка,цегляний будинок,1961,Соцмісто
3944900 грн,"вул. Краківська, 13б",2 кімнати,73 / 36 / 12 м²,поверх 19 з 22,серія Т,утеплена панель,2009,Соцмісто
1685200 грн,"просп. Миру, 5",2 кімнати,43 / 28 / 9 м²,поверх 3 з 5,хрущівка,цегляний будинок,1961,Соцмісто
3291885 грн,"вул. Регенераторна, 4к13",2 кімнати,44 / 32 / 11 м²,поверх 1 з 11,спец. проект,монолітно-каркасний,2015,Соцмісто
6894000 грн,"вул. Хоткевича, 12",5 кімнат,162 / 64 / 17 м²,поверх 22 з 23,спец. проект,монолітно-каркасний,2013,Соцмісто
2681000 грн,"вул. Краківська, 13а",1 кімната,50 / 23 / 12 м²,поверх 10 з 22,серія Т,утеплена панель,2009,Соцмісто
1685200 грн,"вул. Каунаська, 6/1",2 кімнати,42 / 30 / 7 м²,поверх 4 з 5,хрущівка,панельні,1963,Соцмісто
1608600 грн,"вул. Тампере, 4",2 кімнати,43 / 28 / 6 м²,поверх 4 з 5,хрущівка,цегляний будинок,1960,Соцмісто
2834200 грн,"вул. Регенераторна, 4к2",1 кімната,41 / 16 / 11 м²,поверх 6 з 9,спец. проект,монолітно-каркасний,2013,Соцмісто
2757600 грн,"вул. Регенераторна, 4к5",1 кімната,40 / 16 / 10 м²,поверх 5 з 9,спец. проект,монолітно-каркасний,2013,Соцмісто
2144800 грн,"просп. Соборності, 3б",2 кімнати,45.2 / 32 / 7.6 м²,поверх 2 з 9,чеський проект,панельні,1966,Соцмісто
1915000 грн,"вул. Будівельників, 16",2 кімнати,46.15 / 31.3 / 7.9 м²,поверх 5 з 5,хрущівка,панельні,1962,Соцмісто
4787500 грн,"вул. Хоткевича, 12",2 кімнати,82 / 40 / 20 м²,поверх 4 з 23,спец. проект,монолітно-каркасний,2013,Соцмісто
2298000 грн,"просп. Соборності, 20/2",3 кімнати,60.1 / 35.2 / 7.3 м²,поверх 2 з 5,хрущівка,цегляний будинок,1961,Соцмісто
1876700 грн,"бульв. Верховної Ради, 28",2 кімнати,45 / 30 / 7 м²,поверх 4 з 5,хрущівка,панельні,1961,Соцмісто
3983200 грн,"вул. Краківська, 5",3 кімнати,93 / 64 / 10 м²,поверх 4 з 4,сталінка,цегляний будинок,1954,Соцмісто
1512850 грн,"Харківське ш., 12",2 кімнати,45 / 30 / 7 м²,поверх 3 з 5,спец. проект,цегляний будинок,1964,Соцмісто
4136400 грн,"вул. Краківська, 27а",2 кімнати,90 / 48 / 11 м²,поверх 25 з 26,спец. проект,монолітно-каркасний,2019,Соцмісто
5706700 грн,"вул. Хоткевича, 10",2 кімнати,81 / 50 / 14 м²,поверх 12 з 23,спец. проект,монолітно-каркасний,2010,Соцмісто
1451570 грн,"Харківське ш., 4/1",2 кімнати,46 / 30 / 7 м²,поверх 4 з 5,хрущівка,панельні,1964,Соцмісто
1627750 грн,"бульв. Верховної Ради, 18а",1 кімната,31 / 15 / 7 м²,поверх 4 з 5,хрущівка,панельні,1962,Соцмісто
2221400 грн,"вул. Каунаська, 10/1",2 кімнати,45 / 30 / 7 м²,поверх 1 з 5,хрущівка,панельні,1965,Соцмісто
2872500 грн,"вул. Бажова, 3",3 кімнати,75 / 51 / 9 м²,поверх 5 з 5,сталінка,цегляний будинок,1950,Соцмісто
1646900 грн,"вул. Будівельників, 8а",2 кімнати,44 / 30 / 7 м²,поверх 1 з 5,хрущівка,панельні,1962,Соцмісто
1646900 грн,"бульв. Верховної Ради, 28",2 кімнати,44 / 30 / 7 м²,поверх 5 з 5,хрущівка,панельні,1961,Соцмісто
1838400 грн,"вул. Чупринки, 7",2 кімнати,45 / 30 / 8 м²,поверх 1 з 5,хрущівка,панельні,1963,Соцмісто
1302200 грн,"вул. Пожарського, 1",1 кімната,27 / 15 / 7 м²,поверх 1 з 5,хрущівка,панельні,1964,Соцмісто
1723500 грн,"просп. Соборності, 5",1 кімната,33 / 18 / 7 м²,поверх 3 з 5,спец. проект,цегляний будинок,1962,Соцмісто
1570300 грн,"вул. Тампере, 13а",2 кімнати,44 / 29 / 5 м²,поверх 1 з 5,хрущівка,панельні,1961,Соцмісто
4710900 грн,"вул. Регенераторна, 4к3",3 кімнати,86 / 30 / 25 м²,поверх 3 з 13,спец. проект,монолітно-каркасний,2013,Соцмісто
1723500 грн,"просп. Соборності, 10/1",2 кімнати,43 / 25 / 10 м²,поверх 2 з 5,хрущівка,цегляний будинок,1960,Соцмісто
2987400 грн,"вул. Краківська, 13в",2 кімнати,50 / 42 / 8 м²,поверх 14 з 22,серія Т,утеплена панель,2010,Соцмісто
2757600 грн,"вул. Поправки, 14",1 кімната,38 / 18 / 11 м²,поверх 7 з 25,спец. проект,монолітно-каркасний,2015,Соцмісто
1972450 грн,"вул. Пожарського, 1",3 кімнати,57 / 45 / 7 м²,поверх 4 з 5,хрущівка,панельні,1964,Соцмісто
2374600 грн,"бульв. Верховної Ради, 31а",3 кімнати,57 / 40 / 5 м²,поверх 3 з 5,хрущівка,цегляний будинок,1962,Соцмісто
2949100 грн,"вул. Регенераторна, 4к2",1 кімната,41 / 18 / 12 м²,поверх 3 з 9,спец. проект,монолітно-каркасний,2013,Соцмісто
4174700 грн,"вул. Краківська, 13б",3 кімнати,92 / 52 / 11.9 м²,поверх 16 з 22,серія Т,утеплена панель,2009,Соцмісто
7802093 грн,"вул. Будівельників, 30",5 кімнат,156.7 / 90 / 14 м²,поверх 12 з 13,спец. проект,монолітно-каркасний,2007,Соцмісто
2106500 грн,"просп. Гагаріна, 5/2",3 кімнати,58 / 48 / 2 м²,поверх 1 з 5,хрущівка,цегляний будинок,1962,Соцмісто
1608600 грн,"вул. Будівельників, 9",2 кімнати,45.1 / 29.7 / 7.5 м²,поверх 3 з 5,хрущівка,панельні,1963,Соцмісто
2374600 грн,"вул. Будівельників, 30",1 кімната,47 / 18 / 12 м²,поверх 6 з 8,спец. проект,монолітно-каркасний,2007,Соцмісто
1723500 грн,"просп. Миру, 6",1 кімната,32 / 15 / 6 м²,поверх 3 з 5,хрущівка,цегляний будинок,1960,Соцмісто
5936500 грн,"вул. Попудренка, 26/9",4 кімнати,125 / 80 / 10 м²,поверх 5 з 5,сталінка,цегляний будинок,1951,Соцмісто
5515200 грн,"вул. Поправки, 4/39а",2 кімнати,80 / 43 / 16 м²,поверх 5 з 18,спец. проект,монолітно-каркасний,2016,Соцмісто
