price_main,title,rooms,area,floor,building_type,materials,year,district
1915000 грн,"просп. Гагаріна, 18",1 кімната,40 / 17 / 15 м²,поверх 4 з 9,сталінка,цегляний будинок,1962,Соцмісто
4170870 грн,"вул. Краківська, 13в",2 кімнати,70 / 36 / 12 м²,поверх 9 з 22,серія Т,утеплена панель,2010,Соцмісто
1704350 грн,"вул. Будівельників, 12б",2 кімнати,46 / 32 / 7 м²,поверх 2 з 5,хрущівка,панельні,1962,Соцмісто
2527800 грн,"Харківське ш., 2а",2 кімнати,51.4 / 28.6 / 11 м²,поверх 13 з 16,совмін,цегляний будинок,1972,Соцмісто
3638462 грн,"вул. Червоноткацька, 43",1 кімната,54 / 20 / 14 м²,поверх 11 з 18,спец. проект,монолітно-каркасний,2012,Соцмісто
1532000 грн,"вул. Будівельників, 16",1 кімната,29 / 15 / 6 м²,поверх 2 з 5,хрущівка,панельні,1962,Соцмісто
2106500 грн,"вул. Вифлеємська, 6",2 кімнати,43 / 29 / 7 м²,поверх 1 з 5,хрущівка,панельні,1960,Соцмісто
2546950 грн,"просп. Соборності, 6",2 кімнати,43.2 / 30 / 6.2 м²,поверх 3 з 5,хрущівка,цегляний будинок,1960,Соцмісто
1608600 грн,"вул. Будівельників, 4",1 кімната,32 / 17 / 7 м²,поверх 3 з 5,хрущівка,цегляний будинок,1962,Соцмісто
4021500 грн,"бульв. Верховної Ради, 14б",2 кімнати,88 / 32 / 13 м²,поверх 2 з 25,спец. проект,монолітно-каркасний,2006,Соцмісто
5859900 грн,"вул. Хоткевича, 8",3 кімнати,91 / 47 / 11 м²,поверх 17 з 24,спец. проект,монолітно-каркасний,2013,Соцмісто
1895850 грн,"бульв. Верховної Ради, 10а",2 кімнати,41 / 23 / 7.5 м²,поверх 4 з 5,хрущівка,панельні,1962,Соцмісто
2604400 грн,"вул. Краківська, 27а",1 кімната,47.6 / 17.8 / 13.5 м²,поверх 18 з 26,спец. проект,монолітно-каркасний,2019,Соцмісто
2298000 грн,"Харківське ш., 6",2 кімнати,49.9 / 30 / 9 м²,поверх 7 з 9,чеський проект,панельні,1967,Соцмісто
1704350 грн,"просп. Миру, 9а",2 кімнати,39 / 25 / 8 м²,поверх 3 з 5,хрущівка,панельні,1961,Соцмісто
2029900 грн,"просп. Соборності, 26/2",3 кімнати,58 / 40 / 8 м²,3 поверх,хрущівка,цегляний будинок,1961,Соцмісто
2795900 грн,"вул. Будівельників, 36",2 кімнати,58 / - / 9 м²,5 поверх,сталінка,цегляний будинок,1953,Соцмісто
2795900 грн,"просп. Гагаріна, 10/2",3 кімнати,68 / 48 / 7 м²,поверх 4 з 5,сталінка,цегляний будинок,1964,Соцмісто
4979000 грн,"вул. Регенераторна, 4к10",3 кімнати,86 м²,поверх 2 з 8,спец. проект,монолітно-каркасний,2015,Соцмісто
1604770 грн,"вул. Каунаська, 16/1",2 кімнати,40 / 27 / 8 м²,поверх 2 з 5,хрущівка,панельні,1962,Соцмісто
4213000 грн,"вул. Краківська, 13б",2 кімнати,72.8 / - / 12 м²,поверх 19 з 22,серія Т,утеплена панель,2009,Соцмісто
1991600 грн,"вул. Вифлеємська, 6",2 кімнати,45 / - / 5 м²,поверх 5 з 5,хрущівка,панельні,1960,Соцмісто
5553500 грн,"бульв. Верховної Ради, 14б",3 кімнати,95 / - / 41 м²,поверх 21 з 25,спец. проект,монолітно-каркасний,2006,Соцмісто
1646900 грн,"вул. Будівельників, 8",1 кімната,32 / - / 7 м²,поверх 4 з 5,хрущівка,цегляний будинок,1962,Соцмісто
3064000 грн,"вул. Краківська, 13в",2 кімнати,50 / - / 6 м²,поверх 14 з 22,серія Т,утеплена панель,2010,Соцмісто
1034100 грн,"просп. Соборності, 5а",1 кімната,24 / - / 5 м²,поверх 3 з 5,гостинка,цегляний будинок,1963,Соцмісто
1627750 грн,"просп. Миру, 13а",2 кімнати,42 / - / 7 м²,поверх 1 з 5,хрущівка,панельні,1962,Соцмісто
6702500 грн,"вул. Хоткевича, 12",3 кімнати,94 / - / 14 м²,поверх 14 з 22,спец. проект,монолітно-каркасний,2013,Соцмісто
5476900 грн,"вул. Регенераторна, 4к7",3 кімнати,84 / - / 20 м²,поверх 7 з 8,спец. проект,монолітно-каркасний,2014,Соцмісто
5553500 грн,"вул. Хоткевича, 8",3 кімнати,91 / - / 14 м²,поверх 9 з 22,спец. проект,монолітно-каркасний,2013,Соцмісто
9958000 грн,"просп. Соборності, 3",3 кімнати,110 / - / 20 м²,поверх 9 з 9,сталінка,цегляний будинок,1961,Соцмісто
1608600 грн,"бульв. Верховної Ради, 18а",1 кімната,31 / - / 7 м²,поверх 4 з 5,хрущівка,панельні,1962,Соцмісто
2106500 грн,"Харківське ш., 2а",1 кімната,37 / - / 9 м²,поверх 14 з 16,совмін,цегляний будинок,1972,Соцмісто
3332100 грн,"вул. Регенераторна, 4к4",1 кімната,40 / - / 15 м²,поверх 6 з 9,спец. проект,монолітно-каркасний,2013,Соцмісто
1627750 грн,"Харківське ш., 8",3 кімнати,65 / - / 6 м²,поверх 4 з 5,спец. проект,цегляний будинок,1963,Соцмісто
2604400 грн,"вул. Будівельників, 30",1 кімната,53.6 / - / 14.6 м²,поверх 3 з 13,спец. проект,монолітно-каркасний,2007,Соцмісто
2294170 грн,"вул. Івана Сергієнка, 11",2 кімнати,46 / - / 30 м²,поверх 2 з 5,хрущівка,цегляний будинок,1968,Соцмісто
1719670 грн,"вул. Тампере, 20/2",2 кімнати,44 / - / 7 м²,поверх 2 з 5,хрущівка,цегляний будинок,1961,Соцмісто
4902400 грн,"вул. Краківська, 27а",3 кімнати,93 / - / 30 м²,поверх 23 з 24,спец. проект,монолітно-каркасний,2019,Соцмісто
4902400 грн,"вул. Краківська, 4",3 кімнати,80 / - / 11 м²,поверх 3 з 5,сталінка,цегляний будинок,1956,Соцмісто
2566100 грн,"бульв. Верховної Ради, 10",3 кімнати,61.1 / - / 7.5 м²,поверх 3 з 5,хрущівка,панельні,1962,Соцмісто
3638500 грн,"вул. Краківська, 15/17",1 кімната,47.1 / - / 15.3 м²,поверх 9 з 16,спец. проект,монолітно-каркасний,2008,Соцмісто
1719670 грн,"бульв. Верховної Ради, 10",2 кімнати,43.9 / - / 6.8 м²,поверх 3 з 5,хрущівка,панельні,1962,Соцмісто
1780950 грн,"бульв. Верховної Ради, 10",2 кімнати,44 / - / 7 м²,поверх 2 з 5,хрущівка,панельні,1962,Соцмісто
3638500 грн,"вул. Краківська, 27а",2 кімнати,75 / - / 10 м²,поверх 20 з 25,спец. проект,монолітно-каркасний,2019,Соцмісто
1704350 грн,"просп. Миру, 9а",2 кімнати,38.5 / - / 8 м²,поверх 3 з 5,хрущівка,панельні,1961,Соцмісто
4787500 грн,"бульв. Верховної Ради, 14б",3 кімнати,97 / - / 43 м²,поверх 22 з 25,спец. проект,монолітно-каркасний,2006,Соцмісто
746850 грн,"просп. Соборності, 5а",1 кімната,24.39 / - / 5 м²,поверх 5 з 5,гостинка,цегляний будинок,1963,Соцмісто
7468500 грн,"вул. Поправки, 4/39а",3 кімнати,115 / - / 37 м²,поверх 2 з 20,спец. проект,монолітно-каркасний,2016,Соцмісто
2294170 грн,"вул. Будівельників, 30",1 кімната,45 / - / 11 м²,поверх 3 з 12,спец. проект,монолітно-каркасний,2007,Соцмісто
3447000 грн,"вул. Поправки, 4/39а",2 кімнати,52 / - / 12 м²,поверх 14 з 20,спец. проект,монолітно-каркасний,2016,Соцмісто
4404500 грн,"вул. Червоноткацька, 43",2 кімнати,80 / - / 12 м²,поверх 8 з 20,спец. проект,монолітно-каркасний,2012,Соцмісто
1838400 грн,"вул. Чупринки, 8а",2 кімнати,49 / - / 6.2 м²,поверх 1 з 5,хрущівка,цегляний будинок,1959,Соцмісто
1528170 грн,"бульв. Гашека, 3",2 кімнати,45 / - / 7.8 м²,поверх 1 з 5,хрущівка,панельні,1965,Соцмісто
3676800 грн,"вул. Мініна, 9",2 кімнати,75 / - / 11.4 м²,поверх 12 з 17,спец. проект,монолітно-каркасний,2000,Соцмісто
3064000 грн,"вул. Краківська, 13в",2 кімнати,50 / - / 8 м²,поверх 14 з 22,серія Т,утеплена панель,2010,Соцмісто
4021500 грн,"вул. Краківська, 5",3 кімнати,65.7 / - / 7 м²,поверх 2 з 6,сталінка,цегляний будинок,1954,Соцмісто
